version,program_version,seed,generator_seed_hex,n,directional,cleared,all_clear,virtual_time_s,average_clear_time_s,move_time_s,action_time_s,measure_count,channel_switch_count,clear_failure_count,census_count,wall_time_s,counts_match,time_accounting_match,code_unchanged_during_run,network_access,benchmark_sha256,simulator_sha256
q4_iterations\repo_sync\q4\iterations\iter_076_high14_probe2_value_guard\workspace\code,v443-high14-probe2-value-guard,90006,9a75d731a6419481c3a0c10d8596a60583a10d92670b0b22e8d58618507344f5,12,10,12,True,6214.153288,517.8461073333334,4413.153288,1801.0,256,239,74,20,1.75,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\iter_071_mec20_rescan_gate\workspace\code,v439-mec20-rescan-gate,90007,9f2a8120a2455b68bf22040d024f0b88b666bf2eda21986b1ff01822fb73d06b,11,11,10,False,4924.600995,492.46009949999996,3310.600995,1614.0,253,242,19,18,1.485000000000582,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\repo_sync\q4\iterations\iter_076_high14_probe2_value_guard\workspace\code,v443-high14-probe2-value-guard,90007,9f2a8120a2455b68bf22040d024f0b88b666bf2eda21986b1ff01822fb73d06b,11,11,10,False,4924.600995,492.46009949999996,3310.600995,1614.0,253,242,19,18,1.4529999999940628,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\iter_071_mec20_rescan_gate\workspace\code,v439-mec20-rescan-gate,90008,469da32535cd2159b654c52cff4c6cb45ba774b551cbe8ca0723a04de98a554c,14,1,14,True,4462.765918,318.76899414285714,3188.765918,1274.0,194,183,17,19,1.889999999999418,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\repo_sync\q4\iterations\iter_076_high14_probe2_value_guard\workspace\code,v443-high14-probe2-value-guard,90008,469da32535cd2159b654c52cff4c6cb45ba774b551cbe8ca0723a04de98a554c,14,1,14,True,4462.765918,318.76899414285714,3188.765918,1274.0,194,183,17,19,1.8910000000032596,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\iter_071_mec20_rescan_gate\workspace\code,v439-mec20-rescan-gate,90009,c6747ae66d594691c5cf7ec7285fe2552222bd93ef284ab6189ccd34a37a2fb4,13,8,13,True,5206.243659,400.4802814615384,3619.243659,1587.0,241,230,29,20,1.875,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\repo_sync\q4\iterations\iter_076_high14_probe2_value_guard\workspace\code,v443-high14-probe2-value-guard,90009,c6747ae66d594691c5cf7ec7285fe2552222bd93ef284ab6189ccd34a37a2fb4,13,8,13,True,5206.243659,400.4802814615384,3619.243659,1587.0,241,230,29,20,1.860000000000582,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\iter_071_mec20_rescan_gate\workspace\code,v439-mec20-rescan-gate,90010,a0a24a7c2cf0b4bbe5dbb276decc205939e74ff6264a79578681d1e85b680897,12,6,12,True,5204.461722,433.7051435,3762.461722,1442.0,215,205,34,19,1.9219999999986612,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\repo_sync\q4\iterations\iter_076_high14_probe2_value_guard\workspace\code,v443-high14-probe2-value-guard,90010,a0a24a7c2cf0b4bbe5dbb276decc205939e74ff6264a79578681d1e85b680897,12,6,12,True,5204.461722,433.7051435,3762.461722,1442.0,215,205,34,19,1.9059999999954016,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
q4_iterations\iter_071_mec20_rescan_gate\workspace\code,v439-mec20-rescan-gate,90011,15af8c6e8bcae4774796453a8acd7bc5f7702fabde74cae0d87d5a524c3a941d,12,10,11,False,5297.379934,481.57999399999994,3804.379934,1493.0,229,215,26,17,1.75,True,True,True,blocked_by_python_audit_hook,a56410dbdb2101e5af10affcc60fde342fc2f580bd20ed6e1c91273cd90b1c4d,a677095911df518d8442cc7d35b2a623f527e4f2b4462326375a9056f3f1c3ec
